qid, Len, Den, P31, P2561, P8260, P1071, P729
,"DOON","Steam Trawler built in Aberdeen in 1899",Q11446,"DOON",99660,Q36405,1899
,"DORIS","Ship built in Aberdeen in 1907",Q11446,"DORIS",99768,Q36405,1907
,"DORIS BURTON","Steam Trawler built in Aberdeen in 1914",Q11446,"DORIS BURTON",101274,Q36405,1914
,"DORNOCH","Fleet Tender built in Aberdeen in 1970",Q11446,"DORNOCH",99321,Q36405,1970
,"DOROTHY","Ship built in Aberdeen in 1856",Q11446,"DOROTHY",100120,Q36405,1856
,"DOROTHY GRAY","Steam Trawler built in Aberdeen in 1908",Q11446,"DOROTHY GRAY",101173,Q36405,1908
,"DOS","Steam Trawler built in Aberdeen in 1907",Q11446,"DOS",101137,Q36405,1907
,"DOUGLAS","Steamer built in Aberdeen in 1866",Q11446,"DOUGLAS",100165,Q36405,1866
,"DOUGLAS","Steamer, Cargo built in Aberdeen in 1873",Q11446,"DOUGLAS",100860,Q36405,1873
,"DOUGLAS","Steamer built in Aberdeen in 1881",Q11446,"DOUGLAS",100900,Q36405,1881
,"DOUGLAS","Brig built in Aberdeen in 1816",Q11446,"DOUGLAS",112956,Q36405,1816
,"DOWLAIS","Ship built in Aberdeen in 1899",Q11446,"DOWLAIS",99656,Q36405,1899
,"DOWSON","Ship built in Aberdeen in 1804",Q11446,"DOWSON",152187,Q36405,1804
,"DRACO","Cargo built in Aberdeen in 1882",Q11446,"DRACO",99610,Q36405,1882
,"DRAGOON","Coaster built in Aberdeen in 1917",Q11446,"DRAGOON",99035,Q36405,1917
,"DREADNOUGHT","Liner built in Aberdeen in 1907",Q11446,"DREADNOUGHT",101143,Q36405,1907
,"DRIFTER NO.1","Trawler built in Aberdeen in 1930",Q11446,"DRIFTER NO.1",99096,Q36405,1930
,"DRIFTER NO.2","Trawler built in Aberdeen in 1930",Q11446,"DRIFTER NO.2",99097,Q36405,1930
,"DRIVER","Ship built in Aberdeen in 1910",Q11446,"DRIVER",99802,Q36405,1910
,"DRIVER","Tug built in Aberdeen in 1943",Q11446,"DRIVER",100602,Q36405,1943
,"DROFN","Steam Trawler built in Aberdeen in 1951",Q11446,"DROFN",101547,Q36405,1951
,"DROVER","Brigantine built in Aberdeen in 1845",Q11446,"DROVER",99531,Q36405,1845
,"DROXFORD","Salvage Vessel built in Aberdeen in 1958",Q11446,"DROXFORD",99249,Q36405,1958
,"DRUMBLADE","Ship built in Aberdeen in 1900",Q11446,"DRUMBLADE",99667,Q36405,1900
,"DRUMBLADE","Steam Trawler built in Aberdeen in 1896",Q11446,"DRUMBLADE",101804,Q36405,1896
,"DRUMBLAIR","Trawler built in Aberdeen in 1896",Q11446,"DRUMBLAIR",99634,Q36405,1896
,"DRUMBLAIR","Ship built in Aberdeen in 1900",Q11446,"DRUMBLAIR",99663,Q36405,1900
,"DRUMOAK","Steam Trawler built in Aberdeen in 1902",Q11446,"DRUMOAK",100312,Q36405,1902
,"DRUMTOCHTY","Trawler built in Aberdeen in 1915",Q11446,"DRUMTOCHTY",101787,Q36405,1915
,"DUBLIN","Coastal Tanker built in Aberdeen in 1969",Q11446,"DUBLIN",101658,Q36405,1969
,"DUBURG","Vessel, General Cargo built in Aberdeen in 1967",Q11446,"DUBURG",101646,Q36405,1967
,"DUCHESS OF BEDFORD","Sloop built in Aberdeen in 1804",Q11446,"DUCHESS OF BEDFORD",152968,Q36405,1804
,"DUCHESS OF FIFE","Steamer built in Aberdeen in 1890",Q11446,"DUCHESS OF FIFE",100931,Q36405,1890
,"DUCHESS OF GORDON","Smack built in Aberdeen in 1830",Q11446,"DUCHESS OF GORDON",100797,Q36405,1830
,"DUFF PATON","Trawler built in Aberdeen in 1956",Q11446,"DUFF PATON",99231,Q36405,1956
,"DUKE OF EDINBURGH","Steam Tug built in Aberdeen in 1870",Q11446,"DUKE OF EDINBURGH",117482,Q36405,1870
,"DUKE OF GORDON","Smack/ Brig built in Aberdeen in 1827",Q11446,"DUKE OF GORDON",100694,Q36405,1827
,"DUKE OF GORDON","Brig built in Aberdeen in 1773",Q11446,"DUKE OF GORDON",111203,Q36405,1773
,"DUKE OF RICHMOND","Brigantine built in Aberdeen in 1838",Q11446,"DUKE OF RICHMOND",99495,Q36405,1838
,"DUKE OF SUTHERLAND","Smack built in Aberdeen in 1836",Q11446,"DUKE OF SUTHERLAND",99992,Q36405,1836
,"DUKE OF SUTHERLAND","Barque built in Aberdeen in 1865",Q11446,"DUKE OF SUTHERLAND",116839,Q36405,1865
,"DUKE OF WELLINGTON","Steam Paddle Steamer built in Aberdeen in 1829",Q11446,"DUKE OF WELLINGTON",100794,Q36405,1829
,"DULWICH","Collier built in Aberdeen in 1957",Q11446,"DULWICH",101578,Q36405,1957
,"DUMBARTON CASTLE","Vessel, Offshore Patrol built in Aberdeen in 1982",Q11446,"DUMBARTON CASTLE",101697,Q36405,1982
,"DUNCAN","Steamer built in Aberdeen in 1874",Q11446,"DUNCAN",100868,Q36405,1874
,"DUNCAN FORBES","Brigantine built in Aberdeen in 1817",Q11446,"DUNCAN FORBES",100780,Q36405,1817
,"DUNCAN RITCHIE","Barque built in Aberdeen in 1843",Q11446,"DUNCAN RITCHIE",99344,Q36405,1843
,"DUNKELD","Ship built in Aberdeen in 1863",Q11446,"DUNKELD",99583,Q36405,1863
,"DUNKINTY","Trawler built in Aberdeen in 1946",Q11446,"DUNKINTY",99169,Q36405,1946
,"DUNNOTTAR CASTLE","Brigantine built in Aberdeen in 1833",Q11446,"DUNNOTTAR CASTLE",99482,Q36405,1833
,"DUNROBIN CASTLE","Ship built in Aberdeen in 1851",Q11446,"DUNROBIN CASTLE",100100,Q36405,1851
,"DUSK","Steam Herring Drifter built in Aberdeen in 1918",Q11446,"DUSK",99895,Q36405,1918
,"DUTCHESS OF GORDON","Sloop built in Aberdeen in 1777",Q11446,"DUTCHESS OF GORDON",110887,Q36405,1777
,"DYNAMO","Cargo built in Aberdeen in 1884",Q11446,"DYNAMO",99616,Q36405,1884
,"EAGLE","Smack built in Aberdeen in 1799",Q11446,"EAGLE",100761,Q36405,1799
,"EAGLE","Hermaphrodite built in Aberdeen in 1826",Q11446,"EAGLE",135656,Q36405,1826
,"EARL GREY","Brig built in Aberdeen in 1831",Q11446,"EARL GREY",100699,Q36405,1831
,"EARL MARISCHAL","Steam Trawler built in Aberdeen in 1911",Q11446,"EARL MARISCHAL",101218,Q36405,1911
,"EARL OF ABERDEEN","Steam Schooner, Passenger, Cargo built in Aberdeen in 1889",Q11446,"EARL OF ABERDEEN",100924,Q36405,1889
,"EARL OF CAITHNESS","Schooner built in Aberdeen in 1827",Q11446,"EARL OF CAITHNESS",99468,Q36405,1827
,"EARL OF CARLISLE","Ship built in Aberdeen in 1853",Q11446,"EARL OF CARLISLE",120183,Q36405,1853
,"EARL OF DALHOUSIE","Brigantine built in Aberdeen in 1817",Q11446,"EARL OF DALHOUSIE",100813,Q36405,1817
,"EARL OF ERROL","Brigantine built in Aberdeen in 1827",Q11446,"EARL OF ERROL",99467,Q36405,1827
,"EARL OF ERROL","Brigantine built in Aberdeen in 1828",Q11446,"EARL OF ERROL",99471,Q36405,1828
,"EARL OF ERROL","Sloop built in Aberdeen in 1769",Q11446,"EARL OF ERROL",110821,Q36405,1769
,"EARL OF FIFE","Schooner built in Aberdeen in 1836",Q11446,"EARL OF FIFE",99991,Q36405,1836
,"EARL OF FIFE","Brig built in Aberdeen in 1825",Q11446,"EARL OF FIFE",100767,Q36405,1825
,"EARL OF ZETLAND","Motor Vessel, Passenger, Cargo built in Aberdeen in 1939",Q11446,"EARL OF ZETLAND",101481,Q36405,1939
,"EARL SIGURD","Steamer, Passenger, Cargo, Ls built in Aberdeen in 1930",Q11446,"EARL SIGURD",101455,Q36405,1930
,"EARL THORFINN","Steamer, Passenger, Cargo, Ls built in Aberdeen in 1928",Q11446,"EARL THORFINN",101431,Q36405,1928
,"EBENEZER","Trawler built in Aberdeen in 1960",Q11446,"EBENEZER",99281,Q36405,1960
,"EBENEZER","Schooner built in Aberdeen in 1843",Q11446,"EBENEZER",100059,Q36405,1843
,"EBENEZER","Drifter built in Aberdeen in 1906",Q11446,"EBENEZER",100343,Q36405,1906
,"EBRO","Steamer, Cargo built in Aberdeen in 1920",Q11446,"EBRO",101414,Q36405,1920
,"ECLIPSE","Whaler, Screw Steamer built in Aberdeen in 1867",Q11446,"ECLIPSE",100171,Q36405,1867
,"ECLIPSE","Barque built in Aberdeen in 1858",Q11446,"ECLIPSE",119613,Q36405,1858
,"ECONOMY","Ship built in Aberdeen in 1893",Q11446,"ECONOMY",100271,Q36405,1893
,"EDDY","Steam Herring Drifter built in Aberdeen in 1918",Q11446,"EDDY",100468,Q36405,1918
,"EDENWOOD","Cargo Vessel built in Aberdeen in 1943",Q11446,"EDENWOOD",101503,Q36405,1943
,"EDINBURGH","Steam Trawler built in Aberdeen in 1903",Q11446,"EDINBURGH",99708,Q36405,1903
,"EDINBURGH","Sloop built in Aberdeen in 1812",Q11446,"EDINBURGH",112590,Q36405,1812
,"EDINBURGH PACKET","Smack (Later Sloop) built in Aberdeen in 1812",Q11446,"EDINBURGH PACKET",99922,Q36405,1812
,"EDITH","Steamer  Ketch built in Aberdeen in 1893",Q11446,"EDITH",100268,Q36405,1893
,"EDWARD","Ship built in Aberdeen in 1812",Q11446,"EDWARD",152152,Q36405,1812
,"EDWARD BARKER","Steam Trawler built in Aberdeen in 1918",Q11446,"EDWARD BARKER",101389,Q36405,1918
,"EDWARD P BOUVERIE","Ship (Barque C.1877) built in Aberdeen in 1864",Q11446,"EDWARD P BOUVERIE",100159,Q36405,1864
,"EFFORT","Brig built in Aberdeen in 1826",Q11446,"EFFORT",112951,Q36405,1826
,"EGILL RAUDI","Trawler built in Aberdeen in 1947",Q11446,"EGILL RAUDI",100634,Q36405,1947
,"EL GAWI","Tug built in Aberdeen in 1937",Q11446,"EL GAWI",100581,Q36405,1937
,"EL SHADEED","Tug built in Aberdeen in 1934",Q11446,"EL SHADEED",100563,Q36405,1934
,"ELAINE LLEWELLYN","Cargo built in Aberdeen in 1922",Q11446,"ELAINE LLEWELLYN",99070,Q36405,1922
,"ELEAZAR","Liner built in Aberdeen in 1895",Q11446,"ELEAZAR",100989,Q36405,1895
,"ELECTRA","Barque built in Aberdeen in 1846",Q11446,"ELECTRA",100079,Q36405,1846
,"ELECTRA","Ship built in Aberdeen in 1866",Q11446,"ELECTRA",100169,Q36405,1866
,"ELEUTHERA","Vessel, Cargo built in Aberdeen in 1959",Q11446,"ELEUTHERA",101585,Q36405,1959
,"ELIA","Brig built in Aberdeen in 1876",Q11446,"ELIA",100210,Q36405,1876
,"ELINOR VIKING","Trawler built in Aberdeen in 1974",Q11446,"ELINOR VIKING",101759,Q36405,1974
,"ELIOTT","Ship built in Aberdeen in 1784",Q11446,"ELIOTT",110886,Q36405,1784
,"ELISE","Ship built in Aberdeen in 1907",Q11446,"ELISE",99769,Q36405,1907
,"ELISE I CARNIE","Steam Trawler built in Aberdeen in 1930",Q11446,"ELISE I CARNIE",101449,Q36405,1930
,"ELIZA","Ship built in Aberdeen in 1838",Q11446,"ELIZA",99496,Q36405,1838
,"ELIZA","Sloop built in Aberdeen in 1819",Q11446,"ELIZA",112582,Q36405,1819
,"ELIZA & PEGGY","Sloop built in Aberdeen in 1798",Q11446,"ELIZA & PEGGY",111119,Q36405,1798
,"ELIZA HALL","Brig built in Aberdeen in 1843",Q11446,"ELIZA HALL",99343,Q36405,1843
,"ELIZA LEISHMAN","Barque built in Aberdeen in 1841",Q11446,"ELIZA LEISHMAN",152219,Q36405,1841
,"ELIZABETH","Schooner built in Aberdeen in 1841",Q11446,"ELIZABETH",99518,Q36405,1841
,"ELIZABETH","Schooner built in Aberdeen in 1840",Q11446,"ELIZABETH",100029,Q36405,1840
,"ELIZABETH","Schooner built in Aberdeen in 1872",Q11446,"ELIZABETH",100194,Q36405,1872
,"ELIZABETH","Brigantine built in Aberdeen in 1839",Q11446,"ELIZABETH",100715,Q36405,1839
,"ELIZABETH & GEORGE","Ship built in Aberdeen in 1768",Q11446,"ELIZABETH & GEORGE",182673,Q36405,1768
,"ELIZABETH & MARY","Ship built in Aberdeen in 1791",Q11446,"ELIZABETH & MARY",182674,Q36405,1791
,"ELLA","Cargo built in Aberdeen in 1895",Q11446,"ELLA",99629,Q36405,1895
,"ELLA","Steam Herring Drifter built in Aberdeen in 1903",Q11446,"ELLA",100322,Q36405,1903
,"ELLEN SIMPSON","Barque built in Aberdeen in 1841",Q11446,"ELLEN SIMPSON",99333,Q36405,1841
,"ELLENA","Trawler built in Aberdeen in 1921",Q11446,"ELLENA",100498,Q36405,1921
,"ELLIDAEY","Trawler built in Aberdeen in 1947",Q11446,"ELLIDAEY",100635,Q36405,1947
,"ELLIOT","Barque built in Aberdeen in 1877",Q11446,"ELLIOT",100213,Q36405,1877
,"ELRICK","Brig / Snow built in Aberdeen in 1818",Q11446,"ELRICK",132154,Q36405,1818
,"ELSIE","Ship built in Aberdeen in 1909",Q11446,"ELSIE",99796,Q36405,1909
,"ELVIRA","Barque built in Aberdeen in 1882",Q11446,"ELVIRA",100228,Q36405,1882
,"EMERALD","Screw Steamer built in Aberdeen in 1870",Q11446,"EMERALD",100850,Q36405,1870
,"EMILY","Brig built in Aberdeen in 1862",Q11446,"EMILY",100148,Q36405,1862
,"EMINENCE","Cargo built in Aberdeen in 1945",Q11446,"EMINENCE",99166,Q36405,1945
,"EMPEROR","Brig built in Aberdeen in 1849",Q11446,"EMPEROR",99361,Q36405,1849
,"EMPEROR","Barque built in Aberdeen in 1849",Q11446,"EMPEROR",100093,Q36405,1849
,"EMPIRE ANN","Steam Tug built in Aberdeen in 1943",Q11446,"EMPIRE ANN",100607,Q36405,1943
,"EMPIRE CHELSEA","Cargo built in Aberdeen in 1945",Q11446,"EMPIRE CHELSEA",99162,Q36405,1945
,"EMPIRE CHERUB","Tug built in Aberdeen in 1942",Q11446,"EMPIRE CHERUB",101497,Q36405,1942
,"EMPIRE CHEYNE","Cargo built in Aberdeen in 1945",Q11446,"EMPIRE CHEYNE",99160,Q36405,1945
,"EMPIRE CONNIE","Steam Tug built in Aberdeen in 1945",Q11446,"EMPIRE CONNIE",100625,Q36405,1945
,"EMPIRE FENCHURCH","Cargo built in Aberdeen in 1945",Q11446,"EMPIRE FENCHURCH",99165,Q36405,1945
,"EMPIRE FRED","Tug built in Aberdeen in 1942",Q11446,"EMPIRE FRED",100601,Q36405,1942
,"EMPIRE GNOME","Steam Tug built in Aberdeen in 1942",Q11446,"EMPIRE GNOME",100599,Q36405,1942
,"EMPIRE HARLEQUIN","S Tug built in Aberdeen in 1943",Q11446,"EMPIRE HARLEQUIN",100611,Q36405,1943
,"EMPIRE JANE","Tug built in Aberdeen in 1944",Q11446,"EMPIRE JANE",100617,Q36405,1944
,"EMPIRE JONATHAN","Steam Tug built in Aberdeen in 1944",Q11446,"EMPIRE JONATHAN",100615,Q36405,1944
,"EMPIRE KEW","Cargo built in Aberdeen in 1945",Q11446,"EMPIRE KEW",99163,Q36405,1945
,"EMPIRE MAYDREAM","Coaster built in Aberdeen in 1946",Q11446,"EMPIRE MAYDREAM",100628,Q36405,1946
,"EMPIRE MINOTAUR","Steam Tug built in Aberdeen in 1942",Q11446,"EMPIRE MINOTAUR",100598,Q36405,1942
,"EMPIRE NED","Steam Tug built in Aberdeen in 1942",Q11446,"EMPIRE NED",100600,Q36405,1942
,"EMPIRE PIERROT","Steam Tug built in Aberdeen in 1943",Q11446,"EMPIRE PIERROT",100612,Q36405,1943
,"EMPIRE POLLY","Steam Tug built in Aberdeen in 1944",Q11446,"EMPIRE POLLY",100618,Q36405,1944
,"EMPIRE RAYMOND","Tug built in Aberdeen in 1946",Q11446,"EMPIRE RAYMOND",100627,Q36405,1946
,"EMPIRE RICHMOND","Cargo built in Aberdeen in 1945",Q11446,"EMPIRE RICHMOND",99164,Q36405,1945
,"EMPIRE RODERICK","Ss Tug built in Aberdeen in 1946",Q11446,"EMPIRE RODERICK",100626,Q36405,1946
,"EMPIRE ROGER","Steam Tug built in Aberdeen in 1944",Q11446,"EMPIRE ROGER",100616,Q36405,1944
,"EMPIRE SHIRLEY","Steam Tug built in Aberdeen in 1945",Q11446,"EMPIRE SHIRLEY",100624,Q36405,1945
,"EMPIRE SPITFIRE","Ss Tug built in Aberdeen in 1943",Q11446,"EMPIRE SPITFIRE",100608,Q36405,1943
,"ENCHANTRESS","Barque built in Aberdeen in 1839",Q11446,"ENCHANTRESS",100019,Q36405,1839
,"ENDEAVOUR","Brig built in Aberdeen in 1803",Q11446,"ENDEAVOUR",137029,Q36405,1803
,"ENERGY","Tug built in Aberdeen in 1943",Q11446,"ENERGY",100603,Q36405,1943
,"ENNISKILLEN","Coaster built in Aberdeen in 1927",Q11446,"ENNISKILLEN",99079,Q36405,1927
,"ENTERPRISE","Schooner built in Aberdeen in 1852",Q11446,"ENTERPRISE",100105,Q36405,1852
,"ENTERPRISE","Steam Drifter built in Aberdeen in 1907",Q11446,"ENTERPRISE",101140,Q36405,1907
,"ENTERPRIZE","Schooner built in Aberdeen in 1823",Q11446,"ENTERPRIZE",100786,Q36405,1823
,"ENTERPRIZE","Brig built in Aberdeen in 1787",Q11446,"ENTERPRIZE",182676,Q36405,1787
,"ENUGU","Steamer, Cargo built in Aberdeen in 1948",Q11446,"ENUGU",101526,Q36405,1948
,"ERASTUS","Steam Herring Drifter built in Aberdeen in 1908",Q11446,"ERASTUS",99784,Q36405,1908
,"ERATO","Passenger Vessel built in Aberdeen in 1923",Q11446,"ERATO",99914,Q36405,1923
,"EREDENE","Trawler built in Aberdeen in 1961",Q11446,"EREDENE",99277,Q36405,1961
,"ERIC STROUD","Steam Trawler built in Aberdeen in 1914",Q11446,"ERIC STROUD",100420,Q36405,1914
,"ERICA","Trawler built in Aberdeen in 1965",Q11446,"ERICA",101633,Q36405,1965
,"ERN","Ship built in Aberdeen in 1900",Q11446,"ERN",99678,Q36405,1900
,"ERNA","Trawler built in Aberdeen in 1915",Q11446,"ERNA",99871,Q36405,1915
,"ERNI","Harbour Service Vessel built in Aberdeen in 1929",Q11446,"ERNI",100536,Q36405,1929
,"ESMERALDA","Steamer built in Aberdeen in 1874",Q11446,"ESMERALDA",100869,Q36405,1874
,"ESSO PRESTON","Bitumen Tanker built in Aberdeen in 1956",Q11446,"ESSO PRESTON",101568,Q36405,1956
,"ESTHER","Screw Steamer / Minesweeper built in Aberdeen in 1912",Q11446,"ESTHER",99831,Q36405,1912
,"ESTRELLANO","Steamer, Cargo built in Aberdeen in 1920",Q11446,"ESTRELLANO",101416,Q36405,1920
,"ETHEL NUTTEN","Steam Trawler built in Aberdeen in 1906",Q11446,"ETHEL NUTTEN",101127,Q36405,1906
,"ETHIOPIAN","Ship built in Aberdeen in 1864",Q11446,"ETHIOPIAN",99393,Q36405,1864
,"EUCLID","Steamer built in Aberdeen in 1877",Q11446,"EUCLID",100881,Q36405,1877
,"EUPHEMIA","Brig built in Aberdeen in 1815",Q11446,"EUPHEMIA",112585,Q36405,1815
,"EUROPA","Barque built in Aberdeen in 1834",Q11446,"EUROPA",99985,Q36405,1834
,"EVA","Fishing Vessel built in Aberdeen in 1893",Q11446,"EVA",100266,Q36405,1893
,"EVANDER","Brigantine built in Aberdeen in 1819",Q11446,"EVANDER",100683,Q36405,1819
,"EVELINE NUTTEN","Steam Trawler built in Aberdeen in 1915",Q11446,"EVELINE NUTTEN",101293,Q36405,1915
,"EVENING STAR","Ship built in Aberdeen in 1900",Q11446,"EVENING STAR",99672,Q36405,1900
,"EVENING STAR","Trawler built in Aberdeen in 1895",Q11446,"EVENING STAR",100276,Q36405,1895
,"EVERGREEN","Brig built in Aberdeen in 1803",Q11446,"EVERGREEN",152194,Q36405,1803
,"EWELL","Collier built in Aberdeen in 1958",Q11446,"EWELL",101579,Q36405,1958
,"EXCEL","Steam Herring Drifter built in Aberdeen in 1907",Q11446,"EXCEL",99728,Q36405,1907
,"EXCELLENT","Schooner built in Aberdeen in 1825",Q11446,"EXCELLENT",110174,Q36405,1825
,"EXPEDITION","Brig built in Aberdeen in 1818",Q11446,"EXPEDITION",99942,Q36405,1818
,"EXPERIMENT","Sloop built in Aberdeen in 1768",Q11446,"EXPERIMENT",182677,Q36405,1768
,"EXPERT","Steam Herring Drifter built in Aberdeen in 1907",Q11446,"EXPERT",101130,Q36405,1907
,"EXPLORER","Fisheries Research built in Aberdeen in 1955",Q11446,"EXPLORER",100665,Q36405,1955
,"EXPRESS","Brigantine built in Aberdeen in 1841",Q11446,"EXPRESS",99516,Q36405,1841
,"FAIR ISLE","Steam Herring Drifter built in Aberdeen in 1908",Q11446,"FAIR ISLE",99782,Q36405,1908
,"FAIR ISLE","Steam Trawler built in Aberdeen in 1909",Q11446,"FAIR ISLE",101179,Q36405,1909
,"FAIR VIEW","Trawler built in Aberdeen in 1909",Q11446,"FAIR VIEW",100368,Q36405,1909
,"FAIRFIELD","Trawler built in Aberdeen in 1962",Q11446,"FAIRFIELD",99305,Q36405,1962
,"FAIRFIELD","Snow built in Aberdeen in 1825",Q11446,"FAIRFIELD",100689,Q36405,1825
,"FAIRWAY","Grab Dredger built in Aberdeen in 1938",Q11446,"FAIRWAY",101480,Q36405,1938
,"FAIRWIND","Drifter built in Aberdeen in 1918",Q11446,"FAIRWIND",100469,Q36405,1918
,"FAIRY","Schooner built in Aberdeen in 1842",Q11446,"FAIRY",100051,Q36405,1842
,"FAIRY QUEEN","Brig built in Aberdeen in 1867",Q11446,"FAIRY QUEEN",100726,Q36405,1867
,"FAIRY QUEEN","Brig built in Aberdeen in 1863",Q11446,"FAIRY QUEEN",143991,Q36405,1863
,"FAITHLIE","Screw Steamer built in Aberdeen in 1884",Q11446,"FAITHLIE",100241,Q36405,1884
,"FALCON","Ship/Brig built in Aberdeen in 1836",Q11446,"FALCON",99489,Q36405,1836
,"FALCON","Schooner built in Aberdeen in 1838",Q11446,"FALCON",100010,Q36405,1838
,"FALCON","Schooner built in Aberdeen in 1829",Q11446,"FALCON",100795,Q36405,1829
,"FALLING STAR","Steam Herring Drifter built in Aberdeen in 1918",Q11446,"FALLING STAR",100470,Q36405,1918
,"FALMOUTH","Trawler built in Aberdeen in 1909",Q11446,"FALMOUTH",99797,Q36405,1909
,"FAME","Brig built in Aberdeen in 1840",Q11446,"FAME",99328,Q36405,1840
,"FAME","Snow built in Aberdeen in 1806",Q11446,"FAME",137183,Q36405,1806
,"FAME","Brig built in Aberdeen in 1791",Q11446,"FAME",182679,Q36405,1791
,"FANCY","Ship built in Aberdeen in 1808",Q11446,"FANCY",136598,Q36405,1808
,"FANNY","Ship built in Aberdeen in 1906",Q11446,"FANNY",99722,Q36405,1906
,"FANNY","Snow built in Aberdeen in 1808",Q11446,"FANNY",137792,Q36405,1808
,"FANNY MAIR","Drifter built in Aberdeen in 1911",Q11446,"FANNY MAIR",99821,Q36405,1911
,"FARMER","Schooner built in Aberdeen in 1822",Q11446,"FARMER",100821,Q36405,1822
,"FARMER","Brig built in Aberdeen in 1798",Q11446,"FARMER",152191,Q36405,1798
,"FARMER","Brig built in Aberdeen in 1789",Q11446,"FARMER",182678,Q36405,1789
,"FAVOURITE","Brig built in Aberdeen in 1844",Q11446,"FAVOURITE",99529,Q36405,1844
,"FAVOURITE","Brigantine built in Aberdeen in 1838",Q11446,"FAVOURITE",100711,Q36405,1838
,"FAVOURITE","Schooner built in Aberdeen in 1825",Q11446,"FAVOURITE",100745,Q36405,1825
,"FAVOURITE","Ship built in Aberdeen in 1844",Q11446,"FAVOURITE",152190,Q36405,1844
,"FAWN","Clipper built in Aberdeen in 1862",Q11446,"FAWN",99390,Q36405,1862
,"FEASIBLE","Drifter built in Aberdeen in 1912",Q11446,"FEASIBLE",99844,Q36405,1912
,"FERMANAGH","Coaster built in Aberdeen in 1927",Q11446,"FERMANAGH",99078,Q36405,1927
,"FERRIFER","Steamer built in Aberdeen in 1876",Q11446,"FERRIFER",100875,Q36405,1876
,"FERRING","Vessel, Cargo built in Aberdeen in 1969",Q11446,"FERRING",101659,Q36405,1969
,"FERRYHILL","Brig built in Aberdeen in 1868",Q11446,"FERRYHILL",100728,Q36405,1868
,"FERRYHILL","Steamer, Cargo built in Aberdeen in 1909",Q11446,"FERRYHILL",101187,Q36405,1909
,"FERRYHILL","Collier (Steam) built in Aberdeen in 1919",Q11446,"FERRYHILL",101411,Q36405,1919
,"FIDELITY","Snow built in Aberdeen in 1803",Q11446,"FIDELITY",152180,Q36405,1803
,"FIDES","Trawler built in Aberdeen in 1897",Q11446,"FIDES",100287,Q36405,1897
,"FIFE NESS","Liner built in Aberdeen in 1897",Q11446,"FIFE NESS",100997,Q36405,1897
,"FILBY QUEEN","Trawler built in Aberdeen in 1955",Q11446,"FILBY QUEEN",99222,Q36405,1955
,"FINTRY","Fleet Tender built in Aberdeen in 1970",Q11446,"FINTRY",99318,Q36405,1970
,"FIRE FLY","Yacht built in Aberdeen in 1868",Q11446,"FIRE FLY",100841,Q36405,1868
,"FIRE KING","Coaster built in Aberdeen in 1925",Q11446,"FIRE KING",99919,Q36405,1925
,"FIREBEAM","Collier-Steamer built in Aberdeen in 1945",Q11446,"FIREBEAM",101512,Q36405,1945
,"FIRECREST","Coaster built in Aberdeen in 1929",Q11446,"FIRECREST",99090,Q36405,1929
,"FIREFLY","Steamship built in Aberdeen in 1875",Q11446,"FIREFLY",101772,Q36405,1875
,"FIRTH","Collier built in Aberdeen in 1908",Q11446,"FIRTH",101171,Q36405,1908
,"FISHER","Sloop built in Aberdeen in 1802",Q11446,"FISHER",152216,Q36405,1802
,"FIVE SISTERS","Brig built in Aberdeen in 1840",Q11446,"FIVE SISTERS",152208,Q36405,1840
,"FLAMER","Tug built in Aberdeen in 1940",Q11446,"FLAMER",100591,Q36405,1940
,"FLAMINGO","Brigantine built in Aberdeen in 1837",Q11446,"FLAMINGO",99491,Q36405,1837
,"FLICKER","Steam Herring Drifter built in Aberdeen in 1918",Q11446,"FLICKER",100471,Q36405,1918
,"FLOATING DOCK","Pontoon Dock built in Aberdeen in 1955",Q11446,"FLOATING DOCK",101815,Q36405,1955
,"FLORA","Brigantine built in Aberdeen in 1841",Q11446,"FLORA",100037,Q36405,1841
,"FLORA","Brigantine built in Aberdeen in 1838",Q11446,"FLORA",100710,Q36405,1838
,"FLORA","Brig built in Aberdeen in 1781",Q11446,"FLORA",110885,Q36405,1781
